"REF_DATE","GEO","DGUID","Age group","Sex","Primary types of cancer (ICD-O-3)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","66.8","","","","1"
"2014","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","72.7","","","","1"
"2015","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","68.9","","","","1"
"2016","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","63.5","","","","1"
"2017","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","64.4","","","","1"
"2018","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","65.4","","","","1"
"2019","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","68.3","","","","1"
"2020","Manitoba","2016A000246","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43880660","8.1.1.22.2","65.6","","","","1"
"1997","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","605","","","","0"
"1998","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","620","","","","0"
"1999","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","645","","","","0"
"2000","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","640","","","","0"
"2001","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","640","","","","0"
"2002","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","640","","","","0"
"2003","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","655","","","","0"
"2004","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","650","","","","0"
"2005","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","680","","","","0"
"2006","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","700","","","","0"
"2007","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","705","","","","0"
"2008","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","720","","","","0"
"2009","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","685","","","","0"
"2010","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","765","","","","0"
"2011","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","775","","","","0"
"2012","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","735","","","","0"
"2013","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","805","","","","0"
"2014","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","770","","","","0"
"2015","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","735","","","","0"
"2016","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","760","","","","0"
"2017","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","780","","","","0"
"2018","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","810","","","","0"
"2019","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","775","","","","0"
"2020","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43893859","9.1.1.22.1","670","","","","0"
"1997","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","59.4","","","","1"
"1998","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","60.9","","","","1"
"1999","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","63.6","","","","1"
"2000","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","63.5","","","","1"
"2001","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","64.0","","","","1"
"2002","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","64.2","","","","1"
"2003","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","65.7","","","","1"
"2004","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","65.2","","","","1"
"2005","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","68.4","","","","1"
"2006","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","70.5","","","","1"
"2007","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","70.4","","","","1"
"2008","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","70.8","","","","1"
"2009","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","66.2","","","","1"
"2010","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","72.8","","","","1"
"2011","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","72.7","","","","1"
"2012","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","67.8","","","","1"
"2013","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","73.2","","","","1"
"2014","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","69.2","","","","1"
"2015","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","65.6","","","","1"
"2016","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","66.9","","","","1"
"2017","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","67.8","","","","1"
"2018","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","69.7","","","","1"
"2019","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","66.1","","","","1"
"2020","Saskatchewan","2016A000247","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43893860","9.1.1.22.2","56.9","","","","1"
"1997","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1265","","","","0"
"1998","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1325","","","","0"
"1999","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1450","","","","0"
"2000","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1350","","","","0"
"2001","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1435","","","","0"
"2002","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1535","","","","0"
"2003","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1640","","","","0"
"2004","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1620","","","","0"
"2005","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1630","","","","0"
"2006","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1750","","","","0"
"2007","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1765","","","","0"
"2008","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1825","","","","0"
"2009","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1900","","","","0"
"2010","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1840","","","","0"
"2011","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1870","","","","0"
"2012","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","1935","","","","0"
"2013","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2005","","","","0"
"2014","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2275","","","","0"
"2015","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2165","","","","0"
"2016","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2235","","","","0"
"2017","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2300","","","","0"
"2018","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2340","","","","0"
"2019","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2305","","","","0"
"2020","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43907059","10.1.1.22.1","2250","","","","0"
"1997","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","44.7","","","","1"
"1998","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","45.7","","","","1"
"1999","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","49.1","","","","1"
"2000","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","44.9","","","","1"
"2001","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","46.9","","","","1"
"2002","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","49.1","","","","1"
"2003","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","51.5","","","","1"
"2004","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","50.0","","","","1"
"2005","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","49.1","","","","1"
"2006","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","51.1","","","","1"
"2007","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","50.2","","","","1"
"2008","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","50.8","","","","1"
"2009","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","51.6","","","","1"
"2010","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","49.3","","","","1"
"2011","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","49.4","","","","1"
"2012","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","49.9","","","","1"
"2013","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","50.4","","","","1"
"2014","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","55.7","","","","1"
"2015","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","52.2","","","","1"
"2016","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","53.3","","","","1"
"2017","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","54.2","","","","1"
"2018","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","54.4","","","","1"
"2019","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","52.8","","","","1"
"2020","Alberta","2016A000248","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43907060","10.1.1.22.2","50.9","","","","1"
"1997","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2285","","","","0"
"1998","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2385","","","","0"
"1999","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2390","","","","0"
"2000","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2355","","","","0"
"2001","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2415","","","","0"
"2002","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2490","","","","0"
"2003","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2550","","","","0"
"2004","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2675","","","","0"
"2005","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2655","","","","0"
"2006","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2645","","","","0"
"2007","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2905","","","","0"
"2008","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2810","","","","0"
"2009","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2890","","","","0"
"2010","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2845","","","","0"
"2011","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","2805","","","","0"
"2012","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3045","","","","0"
"2013","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3050","","","","0"
"2014","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3220","","","","0"
"2015","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3375","","","","0"
"2016","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3250","","","","0"
"2017","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3315","","","","0"
"2018","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3325","","","","0"
"2019","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3600","","","","0"
"2020","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Number of new cancer cases","Number","223","units","0","v43920259","11.1.1.22.1","3310","","","","0"
"1997","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","57.9","","","","1"
"1998","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","59.9","","","","1"
"1999","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","59.6","","","","1"
"2000","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","58.3","","","","1"
"2001","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","59.2","","","","1"
"2002","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","60.7","","","","1"
"2003","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","61.8","","","","1"
"2004","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","64.4","","","","1"
"2005","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","63.3","","","","1"
"2006","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","62.4","","","","1"
"2007","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","67.7","","","","1"
"2008","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","64.6","","","","1"
"2009","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","65.5","","","","1"
"2010","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","63.7","","","","1"
"2011","British Columbia","2016A000259","Total, all ages","Both sexes","Lung and bronchus [C34.0-C34.9]","Cancer incidence rate","Rate per 100,000 population","265","units","0","v43920260","11.1.1.22.2","62.3","","","","1"
